"Plot;Harvest;Species;Abundance"
"72;J17;Pm;0.175438596"
"73;J17;Be;0.02"
"73;J17;Dc;0.02"
"73;J17;Ga;0.01"
"73;J17;Lp;0.4"
"73;J17;Pg;0.4"
"73;J17;Pm;0.15"
"73;J17;Ra;0"
"74;J17;Dg;0.105263158"
"74;J17;Lp;0.631578947"
"74;J17;Pt;0.263157895"
"75;J17;Be;0.047619048"
"75;J17;Ga;0.285714286"
"75;J17;Pm;0.428571429"
"75;J17;To;0.238095238"
"76;J17;Am;0.330578512"
"76;J17;Ao;0.024793388"
"76;J17;Cb;0.165289256"
"76;J17;Ga;0.123966942"
"76;J17;Pm;0.024793388"
"76;J17;Sp;0.330578512"
"77;J17;Am;0.696721311"
"77;J17;Ga;0.12295082"
"77;J17;Lp;0.12295082"
"77;J17;Sp;0.057377049"
"78;J17;Ga;1"
"79;J17;Sp;1"
"80;J17;Cb;0.297029703"
"80;J17;Ga;0.079207921"
"80;J17;Lp;0.396039604"
"80;J17;Pt;0.099009901"
"80;J17;Ra;0.02970297"
"80;J17;To;0.099009901"
"82;J17;Am;0.412371134"
"82;J17;Ao;0.010309278"
"82;J17;Be;0"
"82;J17;Cj;0.206185567"
"82;J17;Dc;0.051546392"
"82;J17;Hp;0.06185567"
"82;J17;Pm;0.154639175"
"82;J17;Sp;0.103092784"
"83;J17;Am;0.277777778"
"83;J17;Ao;0.018518519"
"83;J17;Be;0.009259259"
"83;J17;Cb;0"
"83;J17;Cj;0.277777778"
"83;J17;Dc;0.027777778"
"83;J17;Dg;0.018518519"
"83;J17;Fr;0.055555556"
"83;J17;Ga;0.046296296"
"83;J17;Hl;0.009259259"
"83;J17;Hp;0.046296296"
"83;J17;Lp;0.046296296"
"83;J17;Pg;0.009259259"
"83;J17;Pm;0.046296296"
"83;J17;Pt;0.046296296"
"83;J17;Ra;0.018518519"
"83;J17;Sp;0.037037037"
"83;J17;To;0.009259259"
"84;J17;Cb;0.106382979"
"84;J17;Ga;0.531914894"
"84;J17;Hl;0.021276596"
"84;J17;Lp;0.212765957"
"84;J17;Pt;0.010638298"
"84;J17;Ra;0.106382979"
"84;J17;To;0.010638298"
"85;J17;Am;0.101010101"
"85;J17;Be;0.02020202"
"85;J17;Cj;0.303030303"
"85;J17;Dc;0.070707071"
"85;J17;Fr;0.151515152"
"85;J17;Pg;0.101010101"
"85;J17;Pm;0.101010101"
"85;J17;Sp;0.151515152"
"86;J17;Cb;0.149253731"
"86;J17;Dg;0.074626866"
"86;J17;Ga;0.298507463"
"86;J17;Hl;0.014925373"
"86;J17;Pt;0.014925373"
"86;J17;To;0.447761194"
"87;J17;Be;0.044642857"
"87;J17;Dc;0.0625"
"87;J17;Ga;0.357142857"
"87;J17;Lp;0.223214286"
"87;J17;Pg;0.133928571"
"87;J17;Pm;0.133928571"
"87;J17;Ra;0.044642857"
"88;J17;Pg;1"
"89;J17;Cb;0.347826087"
"89;J17;Ga;0.086956522"
"89;J17;Lp;0.260869565"
"89;J17;Pt;0.173913043"
"89;J17;Ra;0.043478261"
"89;J17;To;0.086956522"
"90;J17;Am;0.388349515"
"90;J17;Ao;0.097087379"
"90;J17;Dg;0.048543689"
"90;J17;Hl;0.116504854"
"90;J17;Pg;0.145631068"
"90;J17;Pm;0.194174757"
"90;J17;Ra;0.009708738"
"91;J17;Ao;1"
"92;J17;Ao;0.105263158"
"92;J17;Cj;0.526315789"
"92;J17;Hp;0.315789474"
"92;J17;Pg;0.052631579"
"93;J17;Lp;1"
"94;J17;Cb;0.154639175"
"94;J17;Dg;0.103092784"
"94;J17;Ga;0.412371134"
"94;J17;Hl;0.154639175"
"94;J17;Ra;0.12371134"
"94;J17;To;0.051546392"
"95;J17;Dc;1"
"96;J17;Cj;1"
"97;J17;Fr;1"
"98;J17;Am;0.642201835"
"98;J17;Ao;0.018348624"
"98;J17;Be;0.04587156"
"98;J17;Cj;0.036697248"
"98;J17;Dc;0.04587156"
"98;J17;Hp;0.110091743"
"98;J17;Pm;0.009174312"
"98;J17;Sp;0.091743119"
"99;J17;Am;0.12"
"99;J17;Ao;0.08"
"99;J17;Be;0"
"99;J17;Cb;0.08"
"99;J17;Cj;0.16"
"99;J17;Dc;0.016"
"99;J17;Dg;0.024"
"99;J17;Fr;0.04"
"99;J17;Ga;0.12"
"99;J17;Hl;0.04"
"99;J17;Hp;0.024"
"99;J17;Lp;0.08"
"99;J17;Pg;0.024"
"99;J17;Pm;0.04"
"99;J17;Pt;0.04"
"99;J17;Ra;0.016"
"99;J17;Sp;0.056"
"99;J17;To;0.04"
"100;J17;Be;0.047619048"
"100;J17;Cb;0.476190476"
"100;J17;Dc;0.142857143"
"100;J17;Dg;0.019047619"
"100;J17;Hl;0.047619048"
"100;J17;Hp;0.00952381"
"100;J17;Pg;0.19047619"
"100;J17;Ra;0.066666667"
"101;J17;Dg;0.090909091"
"101;J17;Lp;0.25974026"
"101;J17;To;0.649350649"
"102;J17;Cb;0.571428571"
"102;J17;Ga;0.380952381"
"102;J17;Hl;0.047619048"
"103;J17;Cb;0.294117647"
"103;J17;Ga;0.082352941"
"103;J17;Hl;0.058823529"
"103;J17;Lp;0.235294118"
"103;J17;Pt;0.117647059"
"103;J17;Ra;0.035294118"
"103;J17;To;0.176470588"
"104;J17;Dg;0.07"
"104;J17;Lp;0.9"
"104;J17;Ra;0.03"
"105;J17;Am;0.775862069"
"105;J17;Ao;0.00862069"
"105;J17;Cb;0.086206897"
"105;J17;Ga;0.103448276"
"105;J17;Pm;0.00862069"
"105;J17;Sp;0.017241379"
"106;J17;Dg;0.068627451"
"106;J17;Lp;0.539215686"
"106;J17;Pt;0.294117647"
"106;J17;To;0.098039216"
"107;J17;Be;0.052238806"
"107;J17;Dc;0.149253731"
"107;J17;Fr;0.335820896"
"107;J17;Ga;0.111940299"
"107;J17;Lp;0.074626866"
"107;J17;Pt;0.149253731"
"107;J17;Sp;0.074626866"
"107;J17;To;0.052238806"
"108;J17;Cj;0.683760684"
"108;J17;Dg;0.085470085"
"108;J17;Sp;0.170940171"
"108;J17;To;0.05982906"
"109;J17;Hp;0.454545455"
"109;J17;Pg;0.090909091"
"109;J17;Pm;0.090909091"
"109;J17;Sp;0.363636364"
"110;J17;Cj;0.4"
"110;J17;Fr;0.2"
"110;J17;Ga;0.15"
"110;J17;Pm;0.05"
"110;J17;Pt;0.05"
"110;J17;Sp;0.15"
"110;J17;To;0"
"111;J17;Ao;0.166666667"
"111;J17;Dg;0.166666667"
"111;J17;Hp;0.333333333"
"111;J17;Ra;0.333333333"
"112;J17;Am;0.818181818"
"112;J17;Ao;0.063636364"
"112;J17;Dc;0.090909091"
"112;J17;Pm;0.027272727"
"113;J17;Cb;1"
"114;J17;Pt;1"
"115;J17;To;1"
"116;J17;Cb;0.512820513"
"116;J17;Ga;0.256410256"
"116;J17;Hl;0.05982906"
"116;J17;Lp;0.170940171"
"117;J17;Am;0.144230769"
"117;J17;Ao;0.048076923"
"117;J17;Be;0.019230769"
"117;J17;Cb;0.048076923"
"117;J17;Cj;0.028846154"
"117;J17;Dc;0.096153846"
"117;J17;Dg;0.009615385"
"117;J17;Fr;0.067307692"
"117;J17;Ga;0.048076923"
"117;J17;Hl;0.048076923"
"117;J17;Hp;0.067307692"
"117;J17;Lp;0.096153846"
"117;J17;Pg;0.067307692"
"117;J17;Pm;0.019230769"
"117;J17;Pt;0.067307692"
"117;J17;Ra;0"
"117;J17;Sp;0.096153846"
"117;J17;To;0.028846154"
"118;J17;Am;0.461538462"
"118;J17;Ao;0.038461538"
"118;J17;Be;0.038461538"
"118;J17;Cj;0.153846154"
"118;J17;Fr;0.115384615"
"118;J17;Hp;0.115384615"
"118;J17;Pg;0.038461538"
"118;J17;Sp;0.038461538"
"120;J17;Am;0.054347826"
"120;J17;Ao;0.02173913"
"120;J17;Be;0.163043478"
"120;J17;Cj;0.27173913"
"120;J17;Dc;0.108695652"
"120;J17;Fr;0.163043478"
"120;J17;Hp;0.108695652"
"120;J17;Pm;0.108695652"
"121;J17;Hp;1"
"122;J17;Dc;0.043010753"
"122;J17;Hl;0.215053763"
"122;J17;Hp;0.215053763"
"122;J17;Pg;0.322580645"
"122;J17;Pm;0.161290323"
"122;J17;To;0.043010753"
"123;J17;Ao;0.065789474"
"123;J17;Be;0.026315789"
"123;J17;Cb;0"
"123;J17;Cj;0.394736842"
"123;J17;Hl;0.039473684"
"123;J17;Hp;0.263157895"
"123;J17;Lp;0.197368421"
"123;J17;To;0.013157895"
"124;J17;Be;0.028571429"
"124;J17;Cj;0.904761905"
"124;J17;Dc;0.019047619"
"124;J17;Pm;0.047619048"
"125;J17;Ao;0.025"
"125;J17;Be;0.125"
"125;J17;Cj;0.25"
"125;J17;Dc;0.125"
"125;J17;Fr;0.291666667"
"125;J17;Pg;0.083333333"
"125;J17;Pm;0.016666667"
"125;J17;Sp;0.083333333"
"126;J17;Sp;1"
"127;J17;Ao;0.018691589"
"127;J17;Cj;0.373831776"
"127;J17;Fr;0.23364486"
"127;J17;Pg;0.373831776"
"128;J17;Ao;0.043103448"
"128;J17;Cj;0.775862069"
"128;J17;Dc;0.00862069"
"128;J17;Sp;0.172413793"
"129;J17;Dg;1"
"130;J17;Hl;1"
"131;J17;Cb;0.510948905"
"131;J17;Dg;0.051094891"
"131;J17;Ga;0.109489051"
"131;J17;Lp;0.145985401"
"131;J17;Pt;0.072992701"
"131;J17;Ra;0.03649635"
"131;J17;To;0.072992701"
"132;J17;Cb;0.318181818"
"132;J17;Dg;0.045454545"
"132;J17;Ga;0.090909091"
"132;J17;Lp;0.318181818"
"132;J17;Pt;0.136363636"
"132;J17;Ra;0.090909091"
"133;J17;Ao;0.065420561"
"133;J17;Dc;0.186915888"
"133;J17;Fr;0.560747664"
"133;J17;Pm;0.186915888"
"134;J17;Am;1"
"135;J17;Ga;0.095238095"
"135;J17;Hl;0.028571429"
"135;J17;Lp;0.238095238"
"135;J17;Pt;0.380952381"
"135;J17;Ra;0.066666667"
"135;J17;To;0.19047619"
"136;J17;Cb;0.12195122"
"136;J17;Dg;0.036585366"
"136;J17;Hl;0.048780488"
"136;J17;Lp;0.609756098"
"136;J17;Pt;0.12195122"
"136;J17;To;0.06097561"
"137;J17;Am;0.588235294"
"137;J17;Dg;0.176470588"
"137;J17;Sp;0.235294118"
"138;J17;Be;0.470588235"
"138;J17;Ga;0.176470588"
"138;J17;Pm;0.352941176"
"138;J17;To;0"
"139;J17;Cb;0.588235294"
"139;J17;Dg;0.068627451"
"139;J17;Pt;0.294117647"
"139;J17;To;0.049019608"
"140;J17;Dg;0.117647059"
"140;J17;Ga;0.470588235"
"140;J17;Ra;0.411764706"
"141;J17;Ao;0.045454545"
"141;J17;Be;0.027272727"
"141;J17;Cj;0.227272727"
"141;J17;Dc;0.136363636"
"141;J17;Fr;0.272727273"
"141;J17;Hp;0.063636364"
"141;J17;Pg;0.090909091"
"141;J17;Pm;0.136363636"
"142;J17;Dg;0.181818182"
"142;J17;Ga;0.727272727"
"142;J17;Ra;0.090909091"
"143;J17;Dc;0.029126214"
"143;J17;Lp;0.291262136"
"143;J17;Pm;0.582524272"
"143;J17;To;0.097087379"
"144;J17;Cb;0.380952381"
"144;J17;Hp;0.238095238"
"144;J17;Lp;0.333333333"
"144;J17;Pg;0.047619048"
"145;J17;Am;0.803571429"
"145;J17;Ga;0.089285714"
"145;J17;Lp;0.089285714"
"145;J17;Sp;0.017857143"
"146;J17;Ga;1"
"147;J17;Ao;0.009803922"
"147;J17;Cb;0.68627451"
"147;J17;Dg;0.019607843"
"147;J17;Ga;0.068627451"
"147;J17;Hp;0.098039216"
"147;J17;Pg;0.019607843"
"147;J17;Ra;0.098039216"
"147;J17;Sp;0"
"148;J17;Be;1"
"149;J17;Dc;0.045454545"
"149;J17;Hp;0.136363636"
"149;J17;Pg;0.181818182"
"149;J17;Sp;0.636363636"
"150;J17;Am;0.454545455"
"150;J17;Ao;0.045454545"
"150;J17;Be;0.045454545"
"150;J17;Cj;0.136363636"
"150;J17;Dc;0.090909091"
"150;J17;Pg;0.090909091"
"150;J17;Pm;0.045454545"
"150;J17;Sp;0.090909091"
"151;J17;Am;0.526315789"
"151;J17;Dc;0.210526316"
"151;J17;Lp;0.210526316"
"151;J17;To;0.052631579"
"152;J17;Fr;0.677083333"
"152;J17;Pt;0.052083333"
"152;J17;Ra;0.010416667"
"152;J17;Sp;0.260416667"
"153;J17;Am;0.330188679"
"153;J17;Be;0.028301887"
"153;J17;Cj;0.047169811"
"153;J17;Dc;0.141509434"
"153;J17;Hp;0.235849057"
"153;J17;Pg;0.037735849"
"153;J17;Pm;0.037735849"
"153;J17;Sp;0.141509434"
"154;J17;Dg;0.01369863"
"154;J17;Ga;0"
"154;J17;Hl;0.02739726"
"154;J17;Lp;0.684931507"
"154;J17;Pt;0.136986301"
"154;J17;To;0.136986301"
"155;J17;Am;0.34562212"
"155;J17;Ao;0.023041475"
"155;J17;Be;0.00921659"
"155;J17;Dc;0.161290323"
"155;J17;Fr;0.34562212"
"155;J17;Hp;0.013824885"
"155;J17;Pm;0.064516129"
"155;J17;Sp;0.036866359"
"157;J17;Am;0.794392523"
"157;J17;Ao;0.018691589"
"157;J17;Fr;0.140186916"
"157;J17;Hp;0.046728972"
"158;J17;Am;0.236220472"
"158;J17;Ao;0.007874016"
"158;J17;Be;0.007874016"
"158;J17;Cb;0.039370079"
"158;J17;Cj;0.31496063"
"158;J17;Dc;0.039370079"
"158;J17;Dg;0"
"158;J17;Fr;0.039370079"
"158;J17;Ga;0"
"158;J17;Hl;0.007874016"
"158;J17;Hp;0.078740157"
"158;J17;Lp;0.078740157"
"158;J17;Pg;0.031496063"
"158;J17;Pm;0.023622047"
"158;J17;Pt;0.039370079"
"158;J17;Ra;0.007874016"
"158;J17;Sp;0.007874016"
"158;J17;To;0.039370079"
"159;J17;Dg;0.05"
"159;J17;Lp;0.6"
"159;J17;Pt;0.35"
"160;J17;Am;0.363636364"
"160;J17;Cj;0.363636364"
"160;J17;Fr;0.136363636"
"160;J17;Hp;0.136363636"
"161;J17;Cb;0.537634409"
"161;J17;Dg;0.010752688"
"161;J17;Ga;0.075268817"
"161;J17;Hl;0.107526882"
"161;J17;Lp;0.215053763"
"161;J17;To;0.053763441"
"162;J17;Am;0.625"
"162;J17;Ao;0.008333333"
"162;J17;Be;0"
"162;J17;Fr;0.166666667"
"162;J17;Hp;0.041666667"
"162;J17;Pg;0.016666667"
"162;J17;Pm;0.016666667"
"162;J17;Sp;0.125"
"163;J17;Dc;0.267857143"
"163;J17;Dg;0.089285714"
"163;J17;Ga;0.089285714"
"163;J17;Hl;0.044642857"
"163;J17;Hp;0.089285714"
"163;J17;Lp;0.357142857"
"163;J17;Pg;0.044642857"
"163;J17;Pm;0.017857143"
"164;J17;Pm;1"
"165;J17;Dg;0.421052632"
"165;J17;Hl;0.052631579"
"165;J17;Pt;0.526315789"
"166;J17;Am;0.19047619"
"166;J17;Ao;0.019047619"
"166;J17;Be;0.095238095"
"166;J17;Cb;0.019047619"
"166;J17;Cj;0.038095238"
"166;J17;Dc;0.019047619"
"166;J17;Dg;0.028571429"
"166;J17;Fr;0.19047619"
"166;J17;Ga;0.00952381"
"166;J17;Hl;0.019047619"
"166;J17;Hp;0.095238095"
"166;J17;Lp;0.047619048"
"166;J17;Pg;0.047619048"
"166;J17;Pm;0.047619048"
"166;J17;Pt;0.076190476"
"166;J17;Ra;0"
"166;J17;Sp;0.028571429"
"166;J17;To;0.028571429"
"167;J17;Ra;1"
"168;J17;Ao;0.352941176"
"168;J17;Dc;0.235294118"
"168;J17;Dg;0.235294118"
"168;J17;To;0.176470588"
"169;J17;Dg;1"
"170;J17;Am;0.142857143"
"170;J17;Ao;0.095238095"
"170;J17;Cb;0.238095238"
"170;J17;Ga;0.095238095"
"170;J17;Pm;0.19047619"
"170;J17;Sp;0.238095238"
"171;J17;Am;0.023255814"
"171;J17;Ao;0.023255814"
"171;J17;Be;0"
"171;J17;Cb;0.139534884"
"171;J17;Cj;0.046511628"
"171;J17;Dc;0.046511628"
"171;J17;Dg;0.034883721"
"171;J17;Fr;0.023255814"
"171;J17;Ga;0.023255814"
"171;J17;Hl;0.058139535"
"171;J17;Hp;0.023255814"
"171;J17;Lp;0.209302326"
"171;J17;Pg;0.034883721"
"171;J17;Pm;0.034883721"
"171;J17;Pt;0.11627907"
"171;J17;Ra;0.034883721"
"171;J17;Sp;0.011627907"
"171;J17;To;0.11627907"
"172;J17;Cb;0.392156863"
"172;J17;Hp;0.117647059"
"172;J17;Lp;0.392156863"
"172;J17;Pg;0.098039216"
"173;J17;Am;0.729166667"
"173;J17;Ao;0.083333333"
"173;J17;Dc;0.03125"
"173;J17;Pm;0.15625"
"174;J17;Am;0.086419753"
"174;J17;Ao;0.098765432"
"174;J17;Be;0"
"174;J17;Cj;0.148148148"
"174;J17;Dc;0.012345679"
"174;J17;Fr;0.185185185"
"174;J17;Hp;0.037037037"
"174;J17;Pm;0.432098765"
"175;J17;Ao;0.11627907"
"175;J17;Cj;0.406976744"
"175;J17;Dc;0.011627907"
"175;J17;Sp;0.465116279"
"176;J17;Dc;1"
"177;J17;Cb;0.238095238"
"177;J17;Dg;0.095238095"
"177;J17;Ga;0.571428571"
"177;J17;Hl;0.028571429"
"177;J17;Lp;0.057142857"
"177;J17;To;0.00952381"
"178;J17;Pm;1"
"179;J17;Ao;0.466666667"
"179;J17;Dc;0.04"
"179;J17;Dg;0.466666667"
"179;J17;To;0.026666667"
"180;J17;Am;0.357142857"
"180;J17;Ao;0.020408163"
"180;J17;Be;0"
"180;J17;Dc;0.030612245"
"180;J17;Fr;0.285714286"
"180;J17;Hp;0.102040816"
"180;J17;Pm;0.102040816"
"180;J17;Sp;0.102040816"
"181;J17;Dc;0.010989011"
"181;J17;Hp;0.494505495"
"181;J17;Pg;0.274725275"
"181;J17;Sp;0.21978022"
"182;J17;Ga;1"
"183;J17;Cb;0.01980198"
"183;J17;Dg;0.00990099"
"183;J17;Hl;0.544554455"
"183;J17;Lp;0.247524752"
"183;J17;Pt;0.099009901"
"183;J17;To;0.079207921"
"184;J17;Dg;0.210526316"
"184;J17;Ga;0.473684211"
"184;J17;Ra;0.315789474"
"185;J17;Dc;0.021978022"
"185;J17;Hl;0.21978022"
"185;J17;Hp;0.065934066"
"185;J17;Pg;0.032967033"
"185;J17;Pm;0.43956044"
"185;J17;To;0.21978022"
"186;J17;Ao;0.096153846"
"186;J17;Be;0"
"186;J17;Cj;0.192307692"
"186;J17;Dc;0.009615385"
"186;J17;Fr;0.240384615"
"186;J17;Hp;0.096153846"
"186;J17;Pg;0.192307692"
"186;J17;Pm;0.173076923"
"187;J17;Ao;0.010526316"
"187;J17;Cb;0.126315789"
"187;J17;Dg;0.021052632"
"187;J17;Ga;0.031578947"
"187;J17;Hp;0.105263158"
"187;J17;Pg;0.368421053"
"187;J17;Ra;0.073684211"
"187;J17;Sp;0.263157895"
"188;J17;Dg;0.571428571"
"188;J17;Hl;0.238095238"
"188;J17;Pt;0.19047619"
"189;J17;Cj;0.257731959"
"189;J17;Fr;0.051546392"
"189;J17;Ga;0.154639175"
"189;J17;Pm;0.154639175"
"189;J17;Pt;0.257731959"
"189;J17;Sp;0.103092784"
"189;J17;To;0.020618557"
"190;J17;Am;0.055045872"
"190;J17;Ao;0.009174312"
"190;J17;Be;0"
"190;J17;Cb;0.110091743"
"190;J17;Cj;0.073394495"
"190;J17;Dc;0.027522936"
"190;J17;Dg;0.027522936"
"190;J17;Fr;0.027522936"
"190;J17;Ga;0"
"190;J17;Hl;0.064220183"
"190;J17;Hp;0.073394495"
"190;J17;Lp;0.110091743"
"190;J17;Pg;0.027522936"
"190;J17;Pm;0.110091743"
"190;J17;Pt;0.183486239"
"190;J17;Ra;0.036697248"
"190;J17;Sp;0.04587156"
"190;J17;To;0.018348624"
"191;J17;Am;0.833333333"
"191;J17;Dg;0.010416667"
"191;J17;Sp;0.15625"
"192;J17;Cb;0.04587156"
"192;J17;Ga;0.458715596"
"192;J17;Hl;0.073394495"
"192;J17;Lp;0.229357798"
"192;J17;Pt;0.137614679"
"192;J17;Ra;0.009174312"
"192;J17;To;0.04587156"
"193;J17;Am;0.304878049"
"193;J17;Dc;0.06097561"
"193;J17;Lp;0.609756098"
"193;J17;To;0.024390244"
"194;J17;Dc;0.176470588"
"194;J17;Lp;0.235294118"
"194;J17;Pm;0.529411765"
"194;J17;To;0.058823529"
"195;J17;Be;0.021052632"
"195;J17;Ga;0.736842105"
"195;J17;Pm;0.157894737"
"195;J17;To;0.084210526"
"196;J17;Dg;0.033707865"
"196;J17;Ga;0.505617978"
"196;J17;Hl;0.056179775"
"196;J17;Lp;0.280898876"
"196;J17;Pt;0.112359551"
"196;J17;To;0.011235955"
"197;J17;Lp;1"
"198;J17;Sp;1"
"199;J17;Fr;1"
"200;J17;Dg;0.203389831"
"200;J17;Ga;0.118644068"
"200;J17;Ra;0.677966102"
"201;J17;Am;0.380952381"
"201;J17;Ao;0.066666667"
"201;J17;Fr;0.523809524"
"201;J17;Hp;0.028571429"
"202;J17;Cb;1"
"203;J17;Am;0.094339623"
"203;J17;Be;0.018867925"
"203;J17;Cj;0.471698113"
"203;J17;Dc;0.009433962"
"203;J17;Fr;0.141509434"
"203;J17;Pg;0.075471698"
"203;J17;Pm;0.094339623"
"203;J17;Sp;0.094339623"
"204;J17;Ao;0.065934066"
"204;J17;Be;0.021978022"
"204;J17;Cj;0.131868132"
"204;J17;Dc;0"
"204;J17;Fr;0.164835165"
"204;J17;Pg;0.032967033"
"204;J17;Pm;0.087912088"
"204;J17;Sp;0.494505495"
"205;J17;Cb;0.0625"
"205;J17;Ga;0.46875"
"205;J17;Lp;0.208333333"
"205;J17;Pt;0.208333333"
"205;J17;Ra;0.010416667"
"205;J17;To;0.041666667"
"206;J17;Ga;0.45"
"206;J17;Hl;0.2"
"206;J17;Lp;0.12"
"206;J17;Pt;0.12"
"206;J17;Ra;0.05"
"206;J17;To;0.06"
"207;J17;Cj;0.632183908"
"207;J17;Dg;0.137931034"
"207;J17;Sp;0.229885057"
"207;J17;To;0"
"208;J17;Ao;0.030612245"
"208;J17;Cj;0.153061224"
"208;J17;Fr;0.714285714"
"208;J17;Pg;0.102040816"
"209;J17;Ao;0.086956522"
"209;J17;Cj;0.489130435"
"209;J17;Hp;0.043478261"
"209;J17;Pg;0.380434783"
"211;J17;Am;0.361445783"
"211;J17;Ao;0.012048193"
"211;J17;Be;0.012048193"
"211;J17;Cj;0.301204819"
"211;J17;Dc;0.060240964"
"211;J17;Hp;0.012048193"
"211;J17;Pm;0.120481928"
"211;J17;Sp;0.120481928"
"212;J17;To;1"
"213;J17;Am;0.353535354"
"213;J17;Be;0.01010101"
"213;J17;Cj;0.181818182"
"213;J17;Dc;0.01010101"
"213;J17;Hp;0.04040404"
"213;J17;Pg;0.050505051"
"213;J17;Pm;0.252525253"
"213;J17;Sp;0.101010101"
"214;J17;Dg;0.155844156"
"214;J17;Lp;0.519480519"
"214;J17;Ra;0.324675325"
"215;J17;Fr;0.677966102"
"215;J17;Pt;0.127118644"
"215;J17;Ra;0.06779661"
"215;J17;Sp;0.127118644"
"216;J17;Hp;1"
"217;J17;Ao;0.028846154"
"217;J17;Be;0.057692308"
"217;J17;Cb;0.115384615"
"217;J17;Cj;0.336538462"
"217;J17;Hl;0.019230769"
"217;J17;Hp;0.192307692"
"217;J17;Lp;0.240384615"
"217;J17;To;0.009615385"
"218;J17;Dg;0.256410256"
"218;J17;Lp;0.576923077"
"218;J17;Pt;0.153846154"
"218;J17;To;0.012820513"
"219;J17;Hl;1"
"220;J17;Cb;0.052631579"
"220;J17;Ga;0.684210526"
"220;J17;Hl;0.105263158"
"220;J17;Lp;0.157894737"
"221;J17;Cb;0.454545455"
"221;J17;Dg;0.204545455"
"221;J17;Pt;0.227272727"
"221;J17;To;0.113636364"
"222;J17;Am;0.034482759"
"222;J17;Ao;0.091954023"
"222;J17;Dg;0.206896552"
"222;J17;Hl;0.287356322"
"222;J17;Pg;0.172413793"
"222;J17;Pm;0.206896552"
"222;J17;Ra;0"
"223;J17;Am;0.08988764"
"223;J17;Cj;0.561797753"
"223;J17;Fr;0.337078652"
"223;J17;Hp;0.011235955"
"224;J17;Be;1"
"225;J17;Be;0.054945055"
"225;J17;Cj;0.494505495"
"225;J17;Dc;0.010989011"
"225;J17;Pm;0.43956044"
"226;J17;Am;0.384615385"
"226;J17;Ga;0.032967033"
"226;J17;Lp;0.197802198"
"226;J17;Sp;0.384615385"
"227;J17;Am;0.341880342"
"227;J17;Ao;0.034188034"
"227;J17;Be;0.008547009"
"227;J17;Fr;0.213675214"
"227;J17;Hp;0.068376068"
"227;J17;Pg;0.034188034"
"227;J17;Pm;0.085470085"
"227;J17;Sp;0.213675214"
"228;J17;Cb;0.111111111"
"228;J17;Dg;0.111111111"
"228;J17;Ga;0.055555556"
"228;J17;Hl;0.555555556"
"228;J17;Pt;0.133333333"
"228;J17;To;0.033333333"
"229;J17;Am;1"
"230;J17;Am;0.12"
"230;J17;Ao;0.12"
"230;J17;Be;0.07"
"230;J17;Cj;0.25"
"230;J17;Dc;0.01"
"230;J17;Pg;0.05"
"230;J17;Pm;0.03"
"230;J17;Sp;0.35"
"231;J17;Be;0"
"231;J17;Dc;0"
"231;J17;Fr;0.05"
"231;J17;Ga;0.18"
"231;J17;Lp;0.03"
"231;J17;Pt;0.04"
"231;J17;Sp;0.7"
"231;J17;To;0"
"232;J17;Pt;1"
"233;J17;Am;0.06122449"
"233;J17;Ao;0.010204082"
"233;J17;Be;0"
"233;J17;Cb;0"
"233;J17;Cj;0.010204082"
"233;J17;Dc;0.010204082"
"233;J17;Dg;0.12244898"
"233;J17;Fr;0.071428571"
"233;J17;Ga;0.010204082"
"233;J17;Hl;0.102040816"
"233;J17;Hp;0.020408163"
"233;J17;Lp;0.204081633"
"233;J17;Pg;0.010204082"
"233;J17;Pm;0.153061224"
"233;J17;Pt;0.153061224"
"233;J17;Ra;0"
"233;J17;Sp;0.040816327"
"233;J17;To;0.020408163"
"234;J17;Cj;1"
"235;J17;Cb;0.090909091"
"235;J17;Ga;0.454545455"
"235;J17;Hl;0.454545455"
"236;J17;Be;0.023255814"
"236;J17;Dc;0.139534884"
"236;J17;Ga;0.058139535"
"236;J17;Lp;0.348837209"
"236;J17;Pg;0.139534884"
"236;J17;Pm;0.290697674"
"236;J17;Ra;0"
"237;J17;Dg;0.285714286"
"237;J17;Lp;0.476190476"
"237;J17;Pt;0.238095238"
"238;J17;Ao;0.204081633"
"238;J17;Dg;0.510204082"
"238;J17;Hp;0.204081633"
"238;J17;Ra;0.081632653"
"239;J17;Dg;0.454545455"
"239;J17;Lp;0.363636364"
"239;J17;To;0.181818182"
"240;J17;Dc;0.094117647"
"240;J17;Dg;0.035294118"
"240;J17;Ga;0.011764706"
"240;J17;Hl;0.588235294"
"240;J17;Hp;0.047058824"
"240;J17;Lp;0"
"240;J17;Pg;0.047058824"
"240;J17;Pm;0.176470588"
"241;J17;Be;0.020408163"
"241;J17;Cb;0.204081633"
"241;J17;Dc;0.010204082"
"241;J17;Dg;0.12244898"
"241;J17;Hl;0.510204082"
"241;J17;Hp;0.081632653"
"241;J17;Pg;0.051020408"
"241;J17;Ra;0"
"242;J17;Ao;1"
"243;J17;Cb;0.025316456"
"243;J17;Dg;0.075949367"
"243;J17;Ga;0.101265823"
"243;J17;Hl;0.759493671"
"243;J17;Ra;0.012658228"
"243;J17;To;0.025316456"
"244;J17;Hp;0.117647059"
"244;J17;Pg;0.343137255"
"244;J17;Pm;0.196078431"
"244;J17;Sp;0.343137255"
"245;J17;Ao;0.255102041"
"245;J17;Dc;0"
