Plot;Harvest;Species;Herbivory;Notes
162;J18;Be;NA;set to associated monoculture value
162;J18;Fr;NA;set to associated monoculture value
162;J18;Hp;NA;set to associated monoculture value
162;J18;Pg;NA;set to associated monoculture value
162;J18;Pm;NA;set to associated monoculture value
162;J18;Sp;NA;set to associated monoculture value
163;J18;Dc;NA;set to associated monoculture value
163;J18;Dg;NA;set to associated monoculture value
163;J18;Ga;NA;set to associated monoculture value
163;J18;Hl;NA;set to associated monoculture value
163;J18;Hp;NA;set to associated monoculture value
163;J18;Lp;NA;set to associated monoculture value
163;J18;Pg;NA;set to associated monoculture value
163;J18;Pm;NA;set to associated monoculture value
164;J18;Pm;0.44;
165;J18;Dg;NA;set to associated monoculture value
165;J18;Hl;NA;set to associated monoculture value
165;J18;Pt;NA;set to associated monoculture value
166;J18;Am;0;
166;J18;Ao;NA;set to associated monoculture value
166;J18;Be;0.176470588235294;
166;J18;Cb;0.36;
166;J18;Cj;0.8;
166;J18;Dc;NA;set to associated monoculture value
166;J18;Dg;0;
166;J18;Fr;0;
166;J18;Ga;0.84;
166;J18;Hl;0;
166;J18;Hp;0.76;
166;J18;Lp;0.12;
166;J18;Pg;0.44;
166;J18;Pm;0.52;
166;J18;Pt;NA;set to associated monoculture value
166;J18;Ra;NA;set to associated monoculture value
166;J18;Sp;1.44;
166;J18;To;2;
167;J18;Ra;2.68;
168;J18;Ao;NA;set to associated monoculture value
168;J18;Dc;NA;set to associated monoculture value
168;J18;Dg;NA;set to associated monoculture value
168;J18;To;NA;set to associated monoculture value
169;J18;Dg;0.72;
170;J18;Am;NA;set to associated monoculture value
170;J18;Ao;NA;set to associated monoculture value
170;J18;Cb;NA;set to associated monoculture value
170;J18;Ga;NA;set to associated monoculture value
170;J18;Pm;NA;set to associated monoculture value
170;J18;Sp;NA;set to associated monoculture value
171;J18;Am;0.12;
171;J18;Ao;NA;set to associated monoculture value
171;J18;Be;0.48;
171;J18;Cb;0.64;
171;J18;Cj;1.44;
171;J18;Dc;0;
171;J18;Dg;0.5;
171;J18;Fr;0.28;
171;J18;Ga;0.8;
171;J18;Hl;0.16;
171;J18;Hp;0.68;
171;J18;Lp;0.12;
171;J18;Pg;0.24;
171;J18;Pm;0.32;
171;J18;Pt;0.32;
171;J18;Ra;NA;set to associated monoculture value
171;J18;Sp;1.36;
171;J18;To;1.48;
172;J18;Cb;0.72;
172;J18;Hp;0.72;
172;J18;Lp;0.92;
172;J18;Pg;0.28;
173;J18;Am;NA;set to associated monoculture value
173;J18;Ao;NA;set to associated monoculture value
173;J18;Dc;NA;set to associated monoculture value
173;J18;Pm;NA;set to associated monoculture value
174;J18;Am;0;
174;J18;Ao;0;
174;J18;Be;0.2;
174;J18;Cj;0.88;
174;J18;Dc;NA;set to associated monoculture value
174;J18;Fr;0.36;
174;J18;Hp;0.96;
174;J18;Pm;0.64;
175;J18;Ao;NA;set to associated monoculture value
175;J18;Cj;NA;set to associated monoculture value
175;J18;Dc;NA;set to associated monoculture value
175;J18;Sp;NA;set to associated monoculture value
176;J18;Dc;0.2;
177;J18;Cb;NA;set to associated monoculture value
177;J18;Dg;NA;set to associated monoculture value
177;J18;Ga;NA;set to associated monoculture value
177;J18;Hl;NA;set to associated monoculture value
177;J18;Lp;NA;set to associated monoculture value
177;J18;To;NA;set to associated monoculture value
178;J18;Pm;0.76;
179;J18;Ao;NA;set to associated monoculture value
179;J18;Dc;NA;set to associated monoculture value
179;J18;Dg;NA;set to associated monoculture value
179;J18;To;NA;set to associated monoculture value
180;J18;Am;0.12;
180;J18;Ao;NA;set to associated monoculture value
180;J18;Be;0.72;
180;J18;Dc;NA;set to associated monoculture value
180;J18;Fr;0.48;
180;J18;Hp;0.76;
180;J18;Pm;0.24;
180;J18;Sp;0.96;
181;J18;Dc;NA;set to associated monoculture value
181;J18;Hp;0.88;
181;J18;Pg;0.32;
181;J18;Sp;1.28;
182;J18;Ga;0.56;
183;J18;Cb;0.68;
183;J18;Dg;0.56;
183;J18;Hl;0.12;
183;J18;Lp;0.72;
183;J18;Pt;0.48;
183;J18;To;1.44;
184;J18;Dg;0.48;
184;J18;Ga;1;
184;J18;Ra;1.92;
185;J18;Dc;NA;set to associated monoculture value
185;J18;Hl;0.36;
185;J18;Hp;0.76;
185;J18;Pg;0.2;
185;J18;Pm;0.8;
185;J18;To;1.36;
186;J18;Ao;NA;set to associated monoculture value
186;J18;Be;NA;set to associated monoculture value
186;J18;Cj;NA;set to associated monoculture value
186;J18;Dc;NA;set to associated monoculture value
186;J18;Fr;NA;set to associated monoculture value
186;J18;Hp;NA;set to associated monoculture value
186;J18;Pg;NA;set to associated monoculture value
186;J18;Pm;NA;set to associated monoculture value
187;J18;Ao;NA;set to associated monoculture value
187;J18;Cb;NA;set to associated monoculture value
187;J18;Dg;NA;set to associated monoculture value
187;J18;Ga;NA;set to associated monoculture value
187;J18;Hp;NA;set to associated monoculture value
187;J18;Pg;NA;set to associated monoculture value
187;J18;Ra;NA;set to associated monoculture value
187;J18;Sp;NA;set to associated monoculture value
188;J18;Dg;NA;set to associated monoculture value
188;J18;Hl;NA;set to associated monoculture value
188;J18;Pt;NA;set to associated monoculture value
189;J18;Cj;1.2;
189;J18;Fr;0.52;
189;J18;Ga;0.8;
189;J18;Pm;1;
189;J18;Pt;0.16;
189;J18;Sp;1.24;
189;J18;To;1.96;
190;J18;Am;0.24;
190;J18;Ao;0.24;
190;J18;Be;0.6;
190;J18;Cb;0.48;
190;J18;Cj;1.08;
190;J18;Dc;NA;set to associated monoculture value
190;J18;Dg;0.84;
190;J18;Fr;0.92;
190;J18;Ga;1.2;
190;J18;Hl;0.48;
190;J18;Hp;0.68;
190;J18;Lp;0.56;
190;J18;Pg;0.16;
190;J18;Pm;0.36;
190;J18;Pt;0.08;
190;J18;Ra;NA;set to associated monoculture value
190;J18;Sp;0.84;
190;J18;To;0.92;
191;J18;Am;0.16;
191;J18;Dg;0.68;
191;J18;Sp;1.4;
192;J18;Cb;NA;set to associated monoculture value
192;J18;Ga;NA;set to associated monoculture value
192;J18;Hl;NA;set to associated monoculture value
192;J18;Lp;NA;set to associated monoculture value
192;J18;Pt;NA;set to associated monoculture value
192;J18;Ra;NA;set to associated monoculture value
192;J18;To;NA;set to associated monoculture value
193;J18;Am;NA;set to associated monoculture value
193;J18;Dc;NA;set to associated monoculture value
193;J18;Lp;NA;set to associated monoculture value
193;J18;To;NA;set to associated monoculture value
194;J18;Dc;NA;set to associated monoculture value
194;J18;Lp;NA;set to associated monoculture value
194;J18;Pm;NA;set to associated monoculture value
194;J18;To;NA;set to associated monoculture value
195;J18;Be;0.52;
195;J18;Ga;0.68;
195;J18;Pm;0.76;
195;J18;To;1.24;
196;J18;Dg;NA;set to associated monoculture value
196;J18;Ga;NA;set to associated monoculture value
196;J18;Hl;NA;set to associated monoculture value
196;J18;Lp;NA;set to associated monoculture value
196;J18;Pt;NA;set to associated monoculture value
196;J18;To;NA;set to associated monoculture value
197;J18;Lp;0.88;
198;J18;Sp;1.88;
199;J18;Fr;0.48;
200;J18;Dg;0.92;
200;J18;Ga;0.68;
200;J18;Ra;NA;set to associated monoculture value
201;J18;Am;0.12;
201;J18;Ao;0.08;
201;J18;Fr;0.44;
201;J18;Hp;0.68;
202;J18;Cb;1.32;
203;J18;Am;NA;set to associated monoculture value
203;J18;Be;NA;set to associated monoculture value
203;J18;Cj;NA;set to associated monoculture value
203;J18;Dc;NA;set to associated monoculture value
203;J18;Fr;NA;set to associated monoculture value
203;J18;Pg;NA;set to associated monoculture value
203;J18;Pm;NA;set to associated monoculture value
203;J18;Sp;NA;set to associated monoculture value
204;J18;Ao;NA;set to associated monoculture value
204;J18;Be;0.32;
204;J18;Cj;1.52;
204;J18;Dc;NA;set to associated monoculture value
204;J18;Fr;0.68;
204;J18;Pg;0.24;
204;J18;Pm;0.52;
204;J18;Sp;1.28;
205;J18;Cb;0.32;
205;J18;Ga;0.64;
205;J18;Lp;0.72;
205;J18;Pt;0.52;
205;J18;Ra;NA;set to associated monoculture value
205;J18;To;1.14285714285714;
206;J18;Ga;0.4;
206;J18;Hl;0.4;
206;J18;Lp;0.92;
206;J18;Pt;0.48;
206;J18;Ra;2.14285714285714;
206;J18;To;1.36;
207;J18;Cj;0.72;
207;J18;Dg;0.96;
207;J18;Sp;0.92;
207;J18;To;0.64;
208;J18;Ao;NA;set to associated monoculture value
208;J18;Cj;0.76;
208;J18;Fr;0.32;
208;J18;Pg;0.28;
209;J18;Ao;NA;set to associated monoculture value
209;J18;Cj;NA;set to associated monoculture value
209;J18;Hp;NA;set to associated monoculture value
209;J18;Pg;NA;set to associated monoculture value
211;J18;Am;0.24;
211;J18;Ao;0.157894736842105;
211;J18;Be;0.28;
211;J18;Cj;1.72;
211;J18;Dc;NA;set to associated monoculture value
211;J18;Hp;0.92;
211;J18;Pm;0.84;
211;J18;Sp;0.84;
212;J18;To;1.36;
213;J18;Am;NA;set to associated monoculture value
213;J18;Be;NA;set to associated monoculture value
213;J18;Cj;NA;set to associated monoculture value
213;J18;Dc;NA;set to associated monoculture value
213;J18;Hp;NA;set to associated monoculture value
213;J18;Pg;NA;set to associated monoculture value
213;J18;Pm;NA;set to associated monoculture value
213;J18;Sp;NA;set to associated monoculture value
214;J18;Dg;NA;set to associated monoculture value
214;J18;Lp;NA;set to associated monoculture value
214;J18;Ra;NA;set to associated monoculture value
215;J18;Fr;0.36;
215;J18;Pt;0.4;
215;J18;Ra;NA;set to associated monoculture value
215;J18;Sp;0.88;
216;J18;Hp;0.8;
217;J18;Ao;NA;set to associated monoculture value
217;J18;Be;NA;set to associated monoculture value
217;J18;Cb;NA;set to associated monoculture value
217;J18;Cj;NA;set to associated monoculture value
217;J18;Hl;NA;set to associated monoculture value
217;J18;Hp;NA;set to associated monoculture value
217;J18;Lp;NA;set to associated monoculture value
217;J18;To;NA;set to associated monoculture value
218;J18;Dg;0.76;
218;J18;Lp;1;
218;J18;Pt;0.52;
218;J18;To;0.96;
219;J18;Hl;0.68;
220;J18;Cb;NA;set to associated monoculture value
220;J18;Ga;NA;set to associated monoculture value
220;J18;Hl;NA;set to associated monoculture value
220;J18;Lp;NA;set to associated monoculture value
221;J18;Cb;NA;set to associated monoculture value
221;J18;Dg;NA;set to associated monoculture value
221;J18;Pt;NA;set to associated monoculture value
221;J18;To;NA;set to associated monoculture value
222;J18;Am;0.04;
222;J18;Ao;NA;set to associated monoculture value
222;J18;Dg;0.72;
222;J18;Hl;0.36;
222;J18;Pg;0.28;
222;J18;Pm;0.68;
222;J18;Ra;NA;set to associated monoculture value
223;J18;Am;NA;set to associated monoculture value
223;J18;Cj;NA;set to associated monoculture value
223;J18;Fr;NA;set to associated monoculture value
223;J18;Hp;NA;set to associated monoculture value
224;J18;Be;0.76;
225;J18;Be;0.24;
225;J18;Cj;1.6;
225;J18;Dc;NA;set to associated monoculture value
225;J18;Pm;1;
226;J18;Am;NA;set to associated monoculture value
226;J18;Ga;NA;set to associated monoculture value
226;J18;Lp;NA;set to associated monoculture value
226;J18;Sp;NA;set to associated monoculture value
227;J18;Am;NA;set to associated monoculture value
227;J18;Ao;NA;set to associated monoculture value
227;J18;Be;NA;set to associated monoculture value
227;J18;Fr;NA;set to associated monoculture value
227;J18;Hp;NA;set to associated monoculture value
227;J18;Pg;NA;set to associated monoculture value
227;J18;Pm;NA;set to associated monoculture value
227;J18;Sp;NA;set to associated monoculture value
228;J18;Cb;0.235294117647059;
228;J18;Dg;0.76;
228;J18;Ga;0.28;
228;J18;Hl;0.48;
228;J18;Pt;0.3;
228;J18;To;0.84;
229;J18;Am;0.32;
230;J18;Am;0.04;
230;J18;Ao;NA;set to associated monoculture value
230;J18;Be;0.32;
230;J18;Cj;0.52;
230;J18;Dc;NA;set to associated monoculture value
230;J18;Pg;0.4;
230;J18;Pm;0.64;
230;J18;Sp;0.92;
231;J18;Be;0.68;
231;J18;Dc;NA;set to associated monoculture value
231;J18;Fr;0.52;
231;J18;Ga;0.88;
231;J18;Lp;0.48;
231;J18;Pt;0.294117647058824;
231;J18;Sp;1.68;
231;J18;To;0.68;
232;J18;Pt;0.72;
233;J18;Am;0.2;
233;J18;Ao;NA;set to associated monoculture value
233;J18;Be;NA;set to associated monoculture value
233;J18;Cb;0.92;
233;J18;Cj;1.64;
233;J18;Dc;NA;set to associated monoculture value
233;J18;Dg;0.4;
233;J18;Fr;0.6;
233;J18;Ga;0.666666666666667;
233;J18;Hl;0.68;
233;J18;Hp;0.48;
233;J18;Lp;0.16;
233;J18;Pg;0.2;
233;J18;Pm;1.28;
233;J18;Pt;0.32;
233;J18;Ra;NA;set to associated monoculture value
233;J18;Sp;2.04;
233;J18;To;0.68;
234;J18;Cj;1.68;
235;J18;Cb;0.08;
235;J18;Ga;0.28;
235;J18;Hl;0.32;
236;J18;Be;NA;set to associated monoculture value
236;J18;Dc;NA;set to associated monoculture value
236;J18;Ga;NA;set to associated monoculture value
236;J18;Lp;NA;set to associated monoculture value
236;J18;Pg;NA;set to associated monoculture value
236;J18;Pm;NA;set to associated monoculture value
236;J18;Ra;NA;set to associated monoculture value
237;J18;Dg;1.08;
237;J18;Lp;0.6;
237;J18;Pt;0.4;
238;J18;Ao;NA;set to associated monoculture value
238;J18;Dg;NA;set to associated monoculture value
238;J18;Hp;NA;set to associated monoculture value
238;J18;Ra;NA;set to associated monoculture value
239;J18;Dg;NA;set to associated monoculture value
239;J18;Lp;NA;set to associated monoculture value
239;J18;To;NA;set to associated monoculture value
240;J18;Dc;NA;set to associated monoculture value
240;J18;Dg;NA;set to associated monoculture value
240;J18;Ga;NA;set to associated monoculture value
240;J18;Hl;NA;set to associated monoculture value
240;J18;Hp;NA;set to associated monoculture value
240;J18;Lp;NA;set to associated monoculture value
240;J18;Pg;NA;set to associated monoculture value
240;J18;Pm;NA;set to associated monoculture value
241;J18;Be;NA;set to associated monoculture value
241;J18;Cb;0.52;
241;J18;Dc;NA;set to associated monoculture value
241;J18;Dg;0.88;
241;J18;Hl;0.36;
241;J18;Hp;0.48;
241;J18;Pg;1.16;
241;J18;Ra;NA;set to associated monoculture value
242;J18;Ao;0.44;
243;J18;Cb;0.8;
243;J18;Dg;1.04;
243;J18;Ga;0.88;
243;J18;Hl;0.84;
243;J18;Ra;NA;set to associated monoculture value
243;J18;To;1.32;
244;J18;Hp;0.48;
244;J18;Pg;0.48;
244;J18;Pm;1.12;
244;J18;Sp;2.04;
245;J18;Ao;NA;set to associated monoculture value
245;J18;Dc;NA;set to associated monoculture value
245;J18;Fr;NA;set to associated monoculture value
245;J18;Pm;NA;set to associated monoculture value
246;J18;Cb;NA;set to associated monoculture value
246;J18;Dg;NA;set to associated monoculture value
246;J18;Ga;NA;set to associated monoculture value
246;J18;Lp;NA;set to associated monoculture value
246;J18;Pt;NA;set to associated monoculture value
246;J18;Ra;NA;set to associated monoculture value
246;J18;To;NA;set to associated monoculture value
247;J18;Am;1.52;
247;J18;Ao;NA;set to associated monoculture value
247;J18;Be;0.28;
247;J18;Cb;0.230769230769231;
247;J18;Cj;2.12;
247;J18;Dc;NA;set to associated monoculture value
247;J18;Dg;1.72;
247;J18;Fr;0.44;
247;J18;Ga;NA;set to associated monoculture value
247;J18;Hl;0.28;
247;J18;Hp;0.84;
247;J18;Lp;0.64;
247;J18;Pg;0.56;
247;J18;Pm;1;
247;J18;Pt;0.428571428571429;
247;J18;Ra;NA;set to associated monoculture value
247;J18;Sp;1.48;
247;J18;To;1;
248;J18;Ra;2.48;
249;J18;Cb;NA;set to associated monoculture value
249;J18;Dg;NA;set to associated monoculture value
249;J18;Ga;NA;set to associated monoculture value
249;J18;Lp;NA;set to associated monoculture value
249;J18;Pt;NA;set to associated monoculture value
249;J18;Ra;NA;set to associated monoculture value
250;J18;Pg;1.04;
252;J18;Am;NA;set to associated monoculture value
252;J18;Ao;NA;set to associated monoculture value
252;J18;Be;NA;set to associated monoculture value
252;J18;Cj;NA;set to associated monoculture value
252;J18;Fr;NA;set to associated monoculture value
252;J18;Hp;NA;set to associated monoculture value
252;J18;Pg;NA;set to associated monoculture value
252;J18;Sp;NA;set to associated monoculture value
253;J18;Fr;0.08;
253;J18;Pt;0;
253;J18;Ra;NA;set to associated monoculture value
253;J18;Sp;1.4;
254;J18;Am;NA;set to associated monoculture value
254;J18;Be;NA;set to associated monoculture value
254;J18;Cj;NA;set to associated monoculture value
254;J18;Dc;NA;set to associated monoculture value
254;J18;Fr;NA;set to associated monoculture value
254;J18;Pg;NA;set to associated monoculture value
254;J18;Pm;NA;set to associated monoculture value
254;J18;Sp;NA;set to associated monoculture value
255;J18;Cb;NA;set to associated monoculture value
255;J18;Dg;NA;set to associated monoculture value
255;J18;Pt;NA;set to associated monoculture value
255;J18;To;NA;set to associated monoculture value
256;J18;Hp;0.48;
256;J18;Pg;0.72;
256;J18;Pm;1;
256;J18;Sp;1.44;
257;J18;Ao;NA;set to associated monoculture value
257;J18;Dc;NA;set to associated monoculture value
257;J18;Fr;NA;set to associated monoculture value
257;J18;Pm;NA;set to associated monoculture value
258;J18;Am;0.04;
258;J18;Ao;NA;set to associated monoculture value
258;J18;Be;0.56;
258;J18;Cj;1.2;
258;J18;Dc;NA;set to associated monoculture value
258;J18;Fr;0.16;
258;J18;Hp;0.44;
258;J18;Pm;0.68;
259;J18;Cb;NA;set to associated monoculture value
259;J18;Ga;NA;set to associated monoculture value
259;J18;Hl;NA;set to associated monoculture value
259;J18;Lp;NA;set to associated monoculture value
260;J18;Am;0;
260;J18;Dg;0.56;
260;J18;Sp;1.04;
261;J18;Dg;NA;set to associated monoculture value
261;J18;Hl;NA;set to associated monoculture value
261;J18;Pt;NA;set to associated monoculture value
262;J18;Pg;0.52;
263;J18;Cb;0.24;
263;J18;Ga;0.92;
263;J18;Lp;0.08;
263;J18;Pt;0.36;
263;J18;Ra;NA;set to associated monoculture value
263;J18;To;1.68;
264;J18;Ao;NA;set to associated monoculture value
264;J18;Dg;NA;set to associated monoculture value
264;J18;Hp;NA;set to associated monoculture value
264;J18;Ra;NA;set to associated monoculture value
265;J18;Am;NA;set to associated monoculture value
265;J18;Dc;NA;set to associated monoculture value
265;J18;Lp;NA;set to associated monoculture value
265;J18;To;NA;set to associated monoculture value
266;J18;Ao;NA;set to associated monoculture value
266;J18;Cj;1.2;
266;J18;Fr;0.44;
266;J18;Pg;0.44;
267;J18;Ga;0.92;
267;J18;Hl;0.12;
267;J18;Lp;0.4;
267;J18;Pt;0.2;
267;J18;Ra;2.16;
267;J18;To;2.05263157894737;
268;J18;Am;0.04;
268;J18;Ao;NA;set to associated monoculture value
268;J18;Dg;0.24;
268;J18;Hl;0.08;
268;J18;Pg;0.48;
268;J18;Pm;0.76;
268;J18;Ra;2.41176470588235;
269;J18;Dc;NA;set to associated monoculture value
269;J18;Hl;0.08;
269;J18;Hp;0.8;
269;J18;Pg;1;
269;J18;Pm;0.8;
269;J18;To;1.24;
270;J18;Dg;NA;set to associated monoculture value
270;J18;Lp;NA;set to associated monoculture value
270;J18;To;NA;set to associated monoculture value
271;J18;Ao;NA;set to associated monoculture value
271;J18;Be;0.08;
271;J18;Cj;1.28;
271;J18;Dc;NA;set to associated monoculture value
271;J18;Fr;0.04;
271;J18;Pg;0.48;
271;J18;Pm;0.84;
271;J18;Sp;0.88;
272;J18;Am;NA;set to associated monoculture value
272;J18;Ao;NA;set to associated monoculture value
272;J18;Dc;NA;set to associated monoculture value
272;J18;Pm;NA;set to associated monoculture value
273;J18;Cj;1.08;
273;J18;Dg;0.76;
273;J18;Sp;1.6;
273;J18;To;1.24;
274;J18;Pm;1;
275;J18;Fr;0.36;
276;J18;Ao;NA;set to associated monoculture value
276;J18;Be;NA;set to associated monoculture value
276;J18;Cb;NA;set to associated monoculture value
276;J18;Cj;NA;set to associated monoculture value
276;J18;Hl;NA;set to associated monoculture value
276;J18;Hp;NA;set to associated monoculture value
276;J18;Lp;NA;set to associated monoculture value
276;J18;To;NA;set to associated monoculture value
277;J18;Cb;NA;set to associated monoculture value
277;J18;Ga;NA;set to associated monoculture value
277;J18;Hl;NA;set to associated monoculture value
277;J18;Lp;NA;set to associated monoculture value
277;J18;Pt;NA;set to associated monoculture value
277;J18;Ra;NA;set to associated monoculture value
277;J18;To;NA;set to associated monoculture value
278;J18;Ao;0.64;
279;J18;Sp;2.4;
280;J18;Be;NA;set to associated monoculture value
280;J18;Dc;NA;set to associated monoculture value
280;J18;Ga;NA;set to associated monoculture value
280;J18;Lp;NA;set to associated monoculture value
280;J18;Pg;NA;set to associated monoculture value
280;J18;Pm;NA;set to associated monoculture value
280;J18;Ra;NA;set to associated monoculture value
281;J18;Am;0;Monoculture value zero. Set to half of lowest observed herbivory value in monocultures.
282;J18;Am;0;
282;J18;Ao;NA;set to associated monoculture value
282;J18;Be;0.04;
282;J18;Dc;NA;set to associated monoculture value
282;J18;Fr;0.04;
282;J18;Hp;0.04;
282;J18;Pm;0.48;
282;J18;Sp;1.24;
283;J18;Dc;NA;set to associated monoculture value
283;J18;Lp;NA;set to associated monoculture value
283;J18;Pm;NA;set to associated monoculture value
283;J18;To;NA;set to associated monoculture value
284;J18;Be;0.2;
284;J18;Cj;0.48;
284;J18;Dc;NA;set to associated monoculture value
284;J18;Pm;0.56;
285;J18;Am;NA;set to associated monoculture value
285;J18;Ao;NA;set to associated monoculture value
285;J18;Be;NA;set to associated monoculture value
285;J18;Fr;NA;set to associated monoculture value
285;J18;Hp;NA;set to associated monoculture value
285;J18;Pg;NA;set to associated monoculture value
285;J18;Pm;NA;set to associated monoculture value
285;J18;Sp;NA;set to associated monoculture value
286;J18;Cb;0.28;
287;J18;Dg;0.16;
287;J18;Lp;0.08;
287;J18;Pt;0.28;
287;J18;To;0.68;
288;J18;Am;NA;set to associated monoculture value
288;J18;Be;NA;set to associated monoculture value
288;J18;Cj;NA;set to associated monoculture value
288;J18;Dc;NA;set to associated monoculture value
288;J18;Hp;NA;set to associated monoculture value
288;J18;Pg;NA;set to associated monoculture value
288;J18;Pm;NA;set to associated monoculture value
288;J18;Sp;NA;set to associated monoculture value
289;J18;Dg;0.56;
289;J18;Lp;0.16;
289;J18;Pt;0.12;
290;J18;Am;0;
290;J18;Ao;NA;set to associated monoculture value
290;J18;Be;0.12;
290;J18;Cb;0.875;
290;J18;Cj;1.12;
290;J18;Dc;NA;set to associated monoculture value
290;J18;Dg;NA;set to associated monoculture value
290;J18;Fr;0.12;
290;J18;Ga;0.32;
290;J18;Hl;0;
290;J18;Hp;0.2;
290;J18;Lp;0.24;
290;J18;Pg;0.08;
290;J18;Pm;0.6;
290;J18;Pt;0.0952380952380952;
290;J18;Ra;NA;set to associated monoculture value
290;J18;Sp;1;
290;J18;To;NA;set to associated monoculture value
291;J18;Cj;0.44;
291;J18;Fr;0.48;
291;J18;Ga;0.44;
291;J18;Pm;0.76;
291;J18;Pt;0.25;
291;J18;Sp;2.24;
291;J18;To;1.9;
292;J18;Pt;1.36;
293;J18;Ao;NA;set to associated monoculture value
293;J18;Cb;NA;set to associated monoculture value
293;J18;Dg;NA;set to associated monoculture value
293;J18;Ga;NA;set to associated monoculture value
293;J18;Hp;NA;set to associated monoculture value
293;J18;Pg;NA;set to associated monoculture value
293;J18;Ra;NA;set to associated monoculture value
293;J18;Sp;NA;set to associated monoculture value
294;J18;Lp;0.4;
295;J18;Am;0.04;
295;J18;Ao;NA;set to associated monoculture value
295;J18;Be;0.2;
295;J18;Cb;0.166666666666667;
295;J18;Cj;0.28;
295;J18;Dc;NA;set to associated monoculture value
295;J18;Dg;0.318181818181818;
295;J18;Fr;0.04;
295;J18;Ga;NA;set to associated monoculture value
295;J18;Hl;0;
295;J18;Hp;0.08;
295;J18;Lp;0.4;
295;J18;Pg;0.4;
295;J18;Pm;0.32;
295;J18;Pt;0;
295;J18;Ra;NA;set to associated monoculture value
295;J18;Sp;1.08;
295;J18;To;NA;set to associated monoculture value
296;J18;Dg;NA;set to associated monoculture value
296;J18;Lp;NA;set to associated monoculture value
296;J18;Ra;NA;set to associated monoculture value
297;J18;Dg;0.08;
297;J18;Ga;0.4;
297;J18;Ra;2.4;
298;J18;Dg;0.44;
299;J18;Hl;0.04;
300;J18;Cb;NA;set to associated monoculture value
300;J18;Dg;NA;set to associated monoculture value
300;J18;Ga;NA;set to associated monoculture value
300;J18;Lp;NA;set to associated monoculture value
300;J18;Pt;NA;set to associated monoculture value
300;J18;Ra;NA;set to associated monoculture value
300;J18;To;NA;set to associated monoculture value
301;J18;Cb;NA;set to associated monoculture value
301;J18;Dg;NA;set to associated monoculture value
301;J18;Ga;NA;set to associated monoculture value
301;J18;Lp;NA;set to associated monoculture value
301;J18;Pt;NA;set to associated monoculture value
301;J18;Ra;NA;set to associated monoculture value
302;J18;Ao;NA;set to associated monoculture value
302;J18;Dc;NA;set to associated monoculture value
302;J18;Dg;NA;set to associated monoculture value
302;J18;To;NA;set to associated monoculture value
303;J18;Am;NA;set to associated monoculture value
303;J18;Ao;NA;set to associated monoculture value
303;J18;Cb;NA;set to associated monoculture value
303;J18;Ga;NA;set to associated monoculture value
303;J18;Pm;NA;set to associated monoculture value
303;J18;Sp;NA;set to associated monoculture value
304;J18;Cb;0.68;
304;J18;Dg;0.2;
304;J18;Ga;0.12;
304;J18;Hl;0.16;
304;J18;Pt;0;
304;J18;To;1.33333333333333;
305;J18;Cb;1.04;
305;J18;Ga;0.16;
305;J18;Hl;0.56;
306;J18;Dc;NA;set to associated monoculture value
306;J18;Dg;NA;set to associated monoculture value
306;J18;Ga;NA;set to associated monoculture value
306;J18;Hl;NA;set to associated monoculture value
306;J18;Hp;NA;set to associated monoculture value
306;J18;Lp;NA;set to associated monoculture value
306;J18;Pg;NA;set to associated monoculture value
306;J18;Pm;NA;set to associated monoculture value
307;J18;Am;0;
307;J18;Ao;NA;set to associated monoculture value
307;J18;Be;0.08;
307;J18;Cj;0.56;
307;J18;Dc;NA;set to associated monoculture value
307;J18;Hp;0.56;
307;J18;Pm;0.695652173913043;
307;J18;Sp;1.84;
308;J18;Am;0;
308;J18;Ao;NA;set to associated monoculture value
308;J18;Be;0.08;
308;J18;Cb;0.92;
308;J18;Cj;0.84;
308;J18;Dc;NA;set to associated monoculture value
308;J18;Dg;0.32;
308;J18;Fr;0;
308;J18;Ga;0.24;
308;J18;Hl;0;
308;J18;Hp;0.16;
308;J18;Lp;0.588235294117647;
308;J18;Pg;0.2;
308;J18;Pm;0.375;
308;J18;Pt;0;
308;J18;Ra;2.38888888888889;
308;J18;Sp;1.32;
308;J18;To;NA;set to associated monoculture value
309;J18;Am;0;
309;J18;Ao;NA;set to associated monoculture value
309;J18;Fr;0;
309;J18;Hp;0.16;
310;J18;Be;0.32;
310;J18;Ga;0.44;
310;J18;Pm;0.92;
310;J18;To;0.68;
311;J18;Dg;NA;set to associated monoculture value
311;J18;Ga;NA;set to associated monoculture value
311;J18;Hl;NA;set to associated monoculture value
311;J18;Lp;NA;set to associated monoculture value
311;J18;Pt;NA;set to associated monoculture value
311;J18;To;NA;set to associated monoculture value
312;J18;Dc;0;
312;J18;Hp;0.12;
312;J18;Pg;0.44;
312;J18;Sp;1.32;
313;J18;Ra;2.48;
314;J18;Am;NA;set to associated monoculture value
314;J18;Cj;NA;set to associated monoculture value
314;J18;Fr;NA;set to associated monoculture value
314;J18;Hp;NA;set to associated monoculture value
316;J18;Ao;NA;set to associated monoculture value
316;J18;Cj;NA;set to associated monoculture value
316;J18;Dc;NA;set to associated monoculture value
316;J18;Sp;NA;set to associated monoculture value
317;J18;Cb;0.4;
317;J18;Dg;0.12;
317;J18;Ga;0.24;
317;J18;Hl;0.04;
317;J18;Ra;2.12;
317;J18;To;1.16;
318;J18;To;1.08;
