plot.num,blk,plot,plotid,enemy,resources,diversity,spp,species.id,provenance,func.2,month,year,percov
2_19,2,BLANKOO,2BLANKOO,Unsprayed,Ambient,K,BLAN,Schedonorus arundinaceus,Exotic,C3,Sep-14,2014,13
2_19,2,BLANKOO,2BLANKOO,Unsprayed,Ambient,K,BLAN,Schedonorus arundinaceus,Exotic,C3,Sep-15,2015,10
2_19,2,BLANKOO,2BLANKOO,Unsprayed,Ambient,K,BLAN,Setaria parviflora,Native,C4,Jun-13,2013,5
2_19,2,BLANKOO,2BLANKOO,Unsprayed,Ambient,K,BLAN,Setaria parviflora,Native,C4,Sep-12,2012,3
2_19,2,BLANKOO,2BLANKOO,Unsprayed,Ambient,K,BLAN,Setaria parviflora,Native,C4,Sep-13,2013,5
2_19,2,BLANKOO,2BLANKOO,Unsprayed,Ambient,K,BLAN,Setaria parviflora,Native,C4,Sep-14,2014,7
2_19,2,BLANKOO,2BLANKOO,Unsprayed,Ambient,K,BLAN,Setaria parviflora,Native,C4,Sep-15,2015,4
2_19,2,BLANKOO,2BLANKOO,Unsprayed,Ambient,K,BLAN,Solanum carolinense,Native,Forb,Sep-13,2013,1
2_19,2,BLANKOO,2BLANKOO,Unsprayed,Ambient,K,BLAN,Solidago altissima,Native,Forb,May-14,2014,1
2_19,2,BLANKOO,2BLANKOO,Unsprayed,Ambient,K,BLAN,Solidago pinetorum,Native,Forb,Jul-14,2014,6
2_19,2,BLANKOO,2BLANKOO,Unsprayed,Ambient,K,BLAN,Solidago pinetorum,Native,Forb,Sep-14,2014,8
2_19,2,BLANKOO,2BLANKOO,Unsprayed,Ambient,K,BLAN,Symphyotrichum pilosum,Native,Forb,Sep-13,2013,0.5
2_19,2,BLANKOO,2BLANKOO,Unsprayed,Ambient,K,BLAN,Tridens flavus,Native,C4,Jul-14,2014,4
2_19,2,BLANKOO,2BLANKOO,Unsprayed,Ambient,K,BLAN,Tridens flavus,Native,C4,Jun-13,2013,3
2_19,2,BLANKOO,2BLANKOO,Unsprayed,Ambient,K,BLAN,Tridens flavus,Native,C4,Sep-12,2012,3
2_19,2,BLANKOO,2BLANKOO,Unsprayed,Ambient,K,BLAN,Tridens flavus,Native,C4,Sep-13,2013,3
2_19,2,BLANKOO,2BLANKOO,Unsprayed,Ambient,K,BLAN,Tridens flavus,Native,C4,Sep-14,2014,5
2_19,2,BLANKOO,2BLANKOO,Unsprayed,Ambient,K,BLAN,Tridens flavus,Native,C4,Sep-15,2015,17
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Acer rubrum,Native,Woody,May-14,2014,0.5
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Andropogon virginicus,Native,C4,Jul-14,2014,60
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Andropogon virginicus,Native,C4,Jun-13,2013,25
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Andropogon virginicus,Native,C4,May-14,2014,25
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Andropogon virginicus,Native,C4,Sep-12,2012,10
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Andropogon virginicus,Native,C4,Sep-13,2013,45
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Andropogon virginicus,Native,C4,Sep-14,2014,70
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Andropogon virginicus,Native,C4,Sep-15,2015,50
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Anthoxanthum odoratum,Exotic,C3,Jul-14,2014,4
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Anthoxanthum odoratum,Exotic,C3,Jun-13,2013,8
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Anthoxanthum odoratum,Exotic,C3,May-14,2014,18
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Anthoxanthum odoratum,Exotic,C3,Sep-13,2013,3
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Anthoxanthum odoratum,Exotic,C3,Sep-14,2014,7
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Carex complanata,Native,C3,Jul-14,2014,5
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Carex complanata,Native,C3,Sep-15,2015,7
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Carex sp,UNK,C3,Sep-12,2012,0.5
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Carex sp,UNK,C3,Sep-13,2013,0.5
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Chamaecrista nictitans,Native,Legume,Sep-12,2012,1
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Chamaecrista nictitans,Native,Legume,Sep-14,2014,3
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Dichanthelium acuminatum,Native,C4,Jul-14,2014,1
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Dichanthelium acuminatum,Native,C4,Jun-13,2013,1
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Dichanthelium acuminatum,Native,C4,May-14,2014,6
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Dichanthelium dichotomum,Native,C4,Sep-12,2012,0.5
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Dichanthelium dichotomum,Native,C4,Sep-13,2013,7
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Dichanthelium dichotomum,Native,C4,Sep-14,2014,3
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Dichanthelium dichotomum,Native,C4,Sep-15,2015,2
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Dichanthelium sp,UNK,C4,Jun-13,2013,3
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Digitaria sanguinalis,Exotic,C4,May-14,2014,3
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Erigeron annuus,Native,Forb,Sep-12,2012,2
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Gamochaeta purpurea,Native,Forb,Sep-12,2012,1
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Holcus lanatus,Exotic,C3,Jul-14,2014,4
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Holcus lanatus,Exotic,C3,Jun-13,2013,17
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Holcus lanatus,Exotic,C3,May-14,2014,7
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Holcus lanatus,Exotic,C3,Sep-12,2012,3
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Holcus lanatus,Exotic,C3,Sep-13,2013,1
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Holcus lanatus,Exotic,C3,Sep-14,2014,2
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Holcus lanatus,Exotic,C3,Sep-15,2015,1
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Lespedeza cuneata,Exotic,Legume,Sep-14,2014,1
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Lespedeza cuneata,Exotic,Legume,Sep-15,2015,10
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Lonicera japonica,Exotic,Woody,Jul-14,2014,50
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Lonicera japonica,Exotic,Woody,Jun-13,2013,5
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Lonicera japonica,Exotic,Woody,May-14,2014,40
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Lonicera japonica,Exotic,Woody,Sep-12,2012,3
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Lonicera japonica,Exotic,Woody,Sep-13,2013,15
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Lonicera japonica,Exotic,Woody,Sep-14,2014,60
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Lonicera japonica,Exotic,Woody,Sep-15,2015,70
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Medicago sp,UNK,Legume,Jul-14,2014,0.5
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Oxalis dillenii,Native,Forb,Jul-14,2014,0.5
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Oxalis dillenii,Native,Forb,Sep-12,2012,0.5
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Oxalis dillenii,Native,Forb,Sep-15,2015,1
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Packera anonyma,Native,Forb,Jul-14,2014,1
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Packera anonyma,Native,Forb,Jun-13,2013,75
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Packera anonyma,Native,Forb,May-14,2014,8
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Packera anonyma,Native,Forb,Sep-12,2012,100
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Packera anonyma,Native,Forb,Sep-13,2013,25
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Paspalum notatum,Exotic,C4,Sep-13,2013,5
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Paspalum notatum,Exotic,C4,Sep-15,2015,2
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Paspalum sp,UNK,C4,Sep-12,2012,4
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Paspalum sp,UNK,C4,Sep-13,2013,2
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Paspalum sp,UNK,C4,Sep-14,2014,6
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Pinus taeda,Native,Woody,Jul-14,2014,5
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Pinus taeda,Native,Woody,Jun-13,2013,2
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Pinus taeda,Native,Woody,May-14,2014,2
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Pinus taeda,Native,Woody,Sep-12,2012,1
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Pinus taeda,Native,Woody,Sep-13,2013,5
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Pinus taeda,Native,Woody,Sep-14,2014,15
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Pinus taeda,Native,Woody,Sep-15,2015,55
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Schedonorus arundinaceus,Exotic,C3,Jul-14,2014,6
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Schedonorus arundinaceus,Exotic,C3,May-14,2014,6
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Schedonorus arundinaceus,Exotic,C3,Sep-13,2013,2
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Schedonorus arundinaceus,Exotic,C3,Sep-14,2014,2
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Schedonorus arundinaceus,Exotic,C3,Sep-15,2015,10
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Schizachyrium scoparium,Native,C4,Sep-14,2014,4
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Schizachyrium scoparium,Native,C4,Sep-15,2015,2
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Setaria parviflora,Native,C4,Sep-12,2012,0.5
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Setaria parviflora,Native,C4,Sep-13,2013,3
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Setaria parviflora,Native,C4,Sep-14,2014,8
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Tridens flavus,Native,C4,Jul-14,2014,6
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Tridens flavus,Native,C4,Jun-13,2013,4
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Tridens flavus,Native,C4,May-14,2014,2
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Tridens flavus,Native,C4,Sep-13,2013,2
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Tridens flavus,Native,C4,Sep-14,2014,10
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Tridens flavus,Native,C4,Sep-15,2015,4
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Unknown Fabaceae,Exotic,Legume,Sep-12,2012,0.5
2_20,2,PAANMRO,2PAANMRO,Unsprayed,Fertilized,Monoculture,PAAN,Unknown Poaceae,UNK,UNK,Sep-12,2012,2
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Allium vineale,Exotic,Forb,Sep-12,2012,0.5
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Andropogon virginicus,Native,C4,Jul-14,2014,35
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Andropogon virginicus,Native,C4,Jun-13,2013,18
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Andropogon virginicus,Native,C4,May-14,2014,17
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Andropogon virginicus,Native,C4,Sep-12,2012,12
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Andropogon virginicus,Native,C4,Sep-13,2013,40
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Andropogon virginicus,Native,C4,Sep-14,2014,30
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Andropogon virginicus,Native,C4,Sep-15,2015,15
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Anthoxanthum odoratum,Exotic,C3,Jul-14,2014,5
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Anthoxanthum odoratum,Exotic,C3,Jun-13,2013,8
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Anthoxanthum odoratum,Exotic,C3,May-14,2014,10
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Anthoxanthum odoratum,Exotic,C3,Sep-13,2013,3
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Anthoxanthum odoratum,Exotic,C3,Sep-14,2014,5
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Carex complanata,Native,C3,Jul-14,2014,2
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Carex complanata,Native,C3,Sep-15,2015,5
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Chamaecrista nictitans,Native,Legume,Jun-13,2013,0.5
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Chamaecrista nictitans,Native,Legume,Sep-12,2012,1
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Chamaecrista nictitans,Native,Legume,Sep-13,2013,4
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Dichanthelium acuminatum,Native,C4,May-14,2014,1
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Dichanthelium dichotomum,Native,C4,Sep-15,2015,1
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Erigeron annuus,Native,Forb,Jun-13,2013,2
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Erigeron annuus,Native,Forb,Sep-12,2012,1
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Fragaria sp,UNK,Forb,Jul-14,2014,2
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Fragaria sp,UNK,Forb,May-14,2014,2
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Fragaria sp,UNK,Forb,Sep-14,2014,1
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Gamochaeta purpurea,Native,Forb,Jun-13,2013,1
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Gamochaeta purpurea,Native,Forb,Sep-12,2012,1
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Holcus lanatus,Exotic,C3,Jul-14,2014,1
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Holcus lanatus,Exotic,C3,Jun-13,2013,1
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Holcus lanatus,Exotic,C3,May-14,2014,4
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Holcus lanatus,Exotic,C3,Sep-14,2014,2
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Holcus lanatus,Exotic,C3,Sep-15,2015,2
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Ipomoea pandurata,Native,Forb,Sep-12,2012,1
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Lonicera japonica,Exotic,Woody,Jul-14,2014,17
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Lonicera japonica,Exotic,Woody,Jun-13,2013,4
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Lonicera japonica,Exotic,Woody,May-14,2014,15
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Lonicera japonica,Exotic,Woody,Sep-12,2012,5
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Lonicera japonica,Exotic,Woody,Sep-13,2013,10
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Lonicera japonica,Exotic,Woody,Sep-14,2014,50
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Lonicera japonica,Exotic,Woody,Sep-15,2015,60
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Medicago sp,UNK,Legume,Jun-13,2013,1
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Oxalis dillenii,Native,Forb,Jun-13,2013,1
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Oxalis dillenii,Native,Forb,Sep-12,2012,1
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Packera anonyma,Native,Forb,Jul-14,2014,7
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Packera anonyma,Native,Forb,Jun-13,2013,45
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Packera anonyma,Native,Forb,May-14,2014,15
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Packera anonyma,Native,Forb,Sep-12,2012,35
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Packera anonyma,Native,Forb,Sep-13,2013,18
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Packera anonyma,Native,Forb,Sep-14,2014,12
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Paspalum sp,UNK,C4,Sep-12,2012,0.5
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Pinus taeda,Native,Woody,Jul-14,2014,20
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Pinus taeda,Native,Woody,Jun-13,2013,5
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Pinus taeda,Native,Woody,May-14,2014,12
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Pinus taeda,Native,Woody,Sep-12,2012,0.5
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Pinus taeda,Native,Woody,Sep-13,2013,6
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Pinus taeda,Native,Woody,Sep-14,2014,40
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Pinus taeda,Native,Woody,Sep-15,2015,95
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Poa pratensis,Exotic,C3,Sep-12,2012,0.5
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Ranunculus bulbosus,Exotic,Forb,May-14,2014,1
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Ranunculus bulbosus,Exotic,Forb,Sep-12,2012,2
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Ranunculus bulbosus,Exotic,Forb,Sep-13,2013,0.5
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Salvia lyrata,Native,Forb,Jul-14,2014,3
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Salvia lyrata,Native,Forb,Jun-13,2013,5
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Salvia lyrata,Native,Forb,May-14,2014,8
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Salvia lyrata,Native,Forb,Sep-12,2012,3
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Salvia lyrata,Native,Forb,Sep-14,2014,1
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Schedonorus arundinaceus,Exotic,C3,Jul-14,2014,3
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Schedonorus arundinaceus,Exotic,C3,Sep-14,2014,3
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Schedonorus arundinaceus,Exotic,C3,Sep-15,2015,15
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Scutellaria integrifolia,Native,Forb,Jun-13,2013,0.5
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Setaria parviflora,Native,C4,Sep-13,2013,2
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Solidago pinetorum,Native,Forb,Jul-14,2014,40
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Solidago pinetorum,Native,Forb,Jun-13,2013,70
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Solidago pinetorum,Native,Forb,May-14,2014,40
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Solidago pinetorum,Native,Forb,Sep-12,2012,30
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Solidago pinetorum,Native,Forb,Sep-13,2013,55
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Solidago pinetorum,Native,Forb,Sep-14,2014,50
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Solidago pinetorum,Native,Forb,Sep-15,2015,15
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Tridens flavus,Native,C4,Jul-14,2014,12
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Tridens flavus,Native,C4,Jun-13,2013,10
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Tridens flavus,Native,C4,Sep-12,2012,25
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Tridens flavus,Native,C4,Sep-13,2013,15
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Tridens flavus,Native,C4,Sep-14,2014,15
2_21,2,SCINPOE,2SCINPOE,Sprayed,Ambient,Polyculture,SCIN,Tridens flavus,Native,C4,Sep-15,2015,3
2_22,2,PAANMRE,2PAANMRE,Sprayed,Fertilized,Monoculture,PAAN,Acalypha virginica,Native,Forb,Sep-15,2015,1
2_22,2,PAANMRE,2PAANMRE,Sprayed,Fertilized,Monoculture,PAAN,Andropogon virginicus,Native,C4,Jul-14,2014,12
2_22,2,PAANMRE,2PAANMRE,Sprayed,Fertilized,Monoculture,PAAN,Andropogon virginicus,Native,C4,Jun-13,2013,3
2_22,2,PAANMRE,2PAANMRE,Sprayed,Fertilized,Monoculture,PAAN,Andropogon virginicus,Native,C4,May-14,2014,12
2_22,2,PAANMRE,2PAANMRE,Sprayed,Fertilized,Monoculture,PAAN,Andropogon virginicus,Native,C4,Sep-12,2012,8
2_22,2,PAANMRE,2PAANMRE,Sprayed,Fertilized,Monoculture,PAAN,Andropogon virginicus,Native,C4,Sep-13,2013,40
2_22,2,PAANMRE,2PAANMRE,Sprayed,Fertilized,Monoculture,PAAN,Andropogon virginicus,Native,C4,Sep-14,2014,15
2_22,2,PAANMRE,2PAANMRE,Sprayed,Fertilized,Monoculture,PAAN,Andropogon virginicus,Native,C4,Sep-15,2015,4
